법정동코드,위도,경도,산출방식,코드보정
1114015100,37.566725,127.002355,면적중심,
1114015200,37.56827,126.999376,면적중심,
1114015300,37.568727,127.00298,면적중심,
1114015400,37.564735,127.000886,면적중심,
1114015500,37.566326,126.992208,면적중심,
1114015600,37.567818,126.99292,면적중심,
1114015700,37.567677,126.995939,면적중심,
1114015800,37.562387,126.991746,면적중심,
1114015900,37.564426,126.992224,면적중심,
1114016000,37.564588,126.99431,면적중심,
1114016100,37.56424,126.989793,면적중심,
1114016200,37.557911,127.01367,면적중심,
1114016300,37.567311,127.016381,면적중심,
1114016400,37.564374,127.015287,면적중심,
1114016500,37.568545,127.020839,면적중심,
1114016600,37.563142,126.973919,면적중심,
1114016700,37.566611,126.973146,면적중심,
1114016800,37.562573,126.970713,면적중심,
1114016900,37.564116,126.968476,면적중심,
1114017000,37.566526,126.968279,면적중심,
1114017100,37.558836,126.966336,면적중심,
1114017200,37.560737,126.969622,면적중심,
1114017300,37.556165,126.967313,면적중심,
1114017400,37.554627,126.963964,면적중심,
1117010100,37.549902,126.980623,면적중심,
1117010200,37.542886,126.985019,면적중심,
1117010300,37.530536,126.985182,면적중심,
1117010400,37.545406,126.972366,면적중심,
1117010500,37.542862,126.973362,면적중심,
1117010600,37.540012,126.977027,면적중심,
1117010700,37.552072,126.972431,면적중심,
1117010800,37.552166,126.966799,면적중심,
1117010900,37.548792,126.967469,면적중심,
1117011000,37.546008,126.966243,면적중심,
1117011100,37.543256,126.967112,면적중심,
1117011200,37.539981,126.967447,면적중심,
1117011300,37.536297,126.96334,면적중심,
1117011400,37.535774,126.954978,면적중심,
1117011500,37.535486,126.951435,면적중심,
1117011600,37.534501,126.946668,면적중심,
1117011700,37.534327,126.957659,면적중심,
1117011800,37.532551,126.950716,면적중심,
1117011900,37.542824,126.960971,면적중심,
1117012000,37.538728,126.956042,면적중심,
1117012100,37.537659,126.959691,면적중심,
1117012200,37.537109,126.96942,면적중심,
1117012300,37.53518,126.965774,면적중심,
1117012400,37.536077,126.973022,면적중심,
1117012500,37.531541,126.968598,면적중심,
1117012600,37.531861,126.976939,면적중심,
1117012700,37.526147,126.974575,면적중심,
1117012800,37.527668,126.962192,면적중심,
1117012900,37.517453,126.966532,면적중심,
1117013000,37.53851,126.992523,면적중심,
1117013100,37.537543,127.005179,면적중심,
1117013200,37.524462,126.995145,면적중심,
1117013300,37.518622,126.991311,면적중심,
1117013400,37.521302,126.999822,면적중심,
1117013500,37.51864,126.984824,면적중심,
1117013600,37.526872,127.000936,면적중심,
1120010100,37.568457,127.024818,면적중심,
1120010200,37.563987,127.028025,면적중심,
1120010300,37.566491,127.032349,면적중심,
1120010400,37.563811,127.03355,면적중심,
1120010500,37.567364,127.040743,면적중심,
1120010600,37.558908,127.0476,면적중심,
1120010700,37.557627,127.035989,면적중심,
1120010800,37.550887,127.033808,면적중심,
1120010900,37.553561,127.024995,면적중심,
1120011000,37.55304,127.020415,면적중심,
1120011100,37.549892,127.019557,면적중심,
1120011200,37.545466,127.024301,면적중심,
1120011300,37.540888,127.02059,면적중심,
1120011400,37.54361,127.042821,면적중심,
1120011500,37.540686,127.056636,면적중심,
1120011800,37.55318,127.062079,면적중심,
1120012200,37.561467,127.05636,면적중심,
1121510100,37.563536,127.088787,면적중심,
1121510200,37.550579,127.081738,면적중심,
1121510300,37.544409,127.092849,면적중심,
1121510400,37.547833,127.10471,면적중심,
1121510500,37.531696,127.074525,면적중심,
1121510700,37.543232,127.073223,면적중심,
1121510900,37.553037,127.073672,면적중심,
1123010100,37.574944,127.025561,면적중심,
1123010200,37.575721,127.034292,면적중심,
1123010300,37.583775,127.037241,면적중심,
1123010400,37.579747,127.055705,면적중심,
1123010500,37.57102,127.056699,면적중심,
1123010600,37.570207,127.070024,면적중심,
1123010700,37.588796,127.045289,면적중심,
1123010800,37.593736,127.051453,면적중심,
1123010900,37.588214,127.064522,면적중심,
1123011000,37.599461,127.06325,면적중심,
1126010100,37.582376,127.089219,면적중심,
1126010200,37.598477,127.08712,면적중심,
1126010300,37.600501,127.078147,면적중심,
1126010400,37.612713,127.079742,면적중심,
1126010500,37.599587,127.106329,면적중심,
1126010600,37.612603,127.100809,면적중심,
1129010100,37.597245,126.992913,면적중심,
1129010200,37.589526,127.003703,면적중심,
1129010300,37.597794,127.018278,면적중심,
1129010400,37.590039,127.007264,면적중심,
1129010500,37.588721,127.008265,면적중심,
1129010600,37.590387,127.011253,면적중심,
1129010700,37.591757,127.010656,면적중심,
1129010800,37.591639,127.015387,면적중심,
1129010900,37.593532,127.014256,면적중심,
1129011000,37.596326,127.014198,면적중심,
1129011100,37.584913,127.007893,면적중심,
1129011200,37.58388,127.011376,면적중심,
1129011300,37.586543,127.013066,면적중심,
1129011400,37.590025,127.013168,면적중심,
1129011500,37.588541,127.015878,면적중심,
1129011600,37.592314,127.018236,면적중심,
1129011700,37.590179,127.020022,면적중심,
1129011800,37.593932,127.020684,면적중심,
1129011900,37.595196,127.018624,면적중심,
1129012000,37.596287,127.016669,면적중심,
1129012100,37.588706,127.022107,면적중심,
1129012200,37.5869,127.023187,면적중심,
1129012300,37.583546,127.023337,면적중심,
1129012400,37.580688,127.024667,면적중심,
1129012500,37.588457,127.028385,면적중심,
1129012600,37.582918,127.021368,면적중심,
1129012700,37.582398,127.020085,면적중심,
1129012800,37.580391,127.018864,면적중심,
1129012900,37.579774,127.022378,면적중심,
1129013000,37.586498,127.019668,면적중심,
1129013100,37.585757,127.018231,면적중심,
1129013200,37.583964,127.016364,면적중심,
1129013300,37.615587,126.997669,면적중심,
1129013400,37.608592,127.022142,면적중심,
1129013500,37.597174,127.033903,면적중심,
1129013600,37.604682,127.039357,면적중심,
1129013700,37.60617,127.047774,면적중심,
1129013800,37.615219,127.049915,면적중심,
1129013900,37.608266,127.061481,면적중심,
1130510100,37.621099,127.02388,면적중심,
1130510200,37.629044,127.036756,면적중심,
1130510300,37.638327,127.007372,면적중심,
1130510400,37.663286,127.000517,면적중심,
1132010500,37.653358,127.027097,면적중심,
1132010600,37.665284,127.031064,면적중심,
1132010700,37.647745,127.044065,면적중심,
1132010800,37.684849,127.029235,면적중심,
1135010200,37.628244,127.056741,면적중심,
1135010300,37.630496,127.091011,면적중심,
1135010400,37.637645,127.07251,면적중심,
1135010500,37.672992,127.070337,면적중심,
1135010600,37.651013,127.079998,면적중심,
1138010100,37.585573,126.894547,면적중심,
1138010200,37.60531,126.934583,면적중심,
1138010300,37.619156,126.935578,면적중심,
1138010400,37.621543,126.913579,면적중심,
1138010500,37.611073,126.907311,면적중심,
1138010600,37.612256,126.923153,면적중심,
1138010700,37.593835,126.923125,면적중심,
1138010800,37.604578,126.914625,면적중심,
1138010900,37.595613,126.907203,면적중심,
1138011000,37.584168,126.905964,면적중심,
1138011400,37.639677,126.937823,면적중심,
1141010100,37.564854,126.964176,면적중심,
1141010200,37.562117,126.961964,면적중심,
1141010300,37.561587,126.96607,면적중심,
1141010400,37.563345,126.967304,면적중심,
1141010500,37.566814,126.962419,면적중심,
1141010600,37.567906,126.959436,면적중심,
1141010700,37.569351,126.959128,면적중심,
1141010800,37.570299,126.957708,면적중심,
1141010900,37.573772,126.954046,면적중심,
1141011000,37.56242,126.954387,면적중심,
1141011100,37.587077,126.948951,면적중심,
1141011200,37.560413,126.946314,면적중심,
1141011300,37.56422,126.944309,면적중심,
1141011400,37.565545,126.941396,면적중심,
1141011500,37.572631,126.946926,면적중심,
1141011600,37.558699,126.934211,면적중심,
1141011700,37.571982,126.932828,면적중심,
1141011800,37.593025,126.938571,면적중심,
1141011900,37.57881,126.911179,면적중심,
1141012000,37.575622,126.919428,면적중심,
1144010100,37.554483,126.956191,면적중심,
1144010200,37.548112,126.954982,면적중심,
1144010300,37.544131,126.955943,면적중심,
1144010400,37.539759,126.950048,면적중심,
1144010500,37.541512,126.940457,면적중심,
1144010600,37.538912,126.939801,면적중심,
1144010700,37.537135,126.943844,면적중심,
1144010800,37.54976,126.943141,면적중심,
1144010900,37.549111,126.947242,면적중심,
1144011000,37.554389,126.937785,면적중심,
1144011100,37.548573,126.936813,면적중심,
1144011200,37.542222,126.934375,면적중심,
1144011300,37.545651,126.932515,면적중심,
1144011400,37.550255,126.930086,면적중심,
1144011500,37.546671,126.924487,면적중심,
1144011600,37.543709,126.927967,면적중심,
1144011700,37.543017,126.930464,면적중심,
1144011800,37.542593,126.919454,내부점보정,
1144012000,37.553782,126.918701,면적중심,
1144012100,37.557595,126.925154,면적중심,
1144012200,37.546976,126.908987,면적중심,
1144012300,37.555478,126.89993,면적중심,
1144012400,37.563023,126.921529,면적중심,
1144012500,37.565659,126.904694,면적중심,
1144012600,37.571631,126.906168,면적중심,
1144012700,37.57072,126.879886,면적중심,
1147010100,37.515195,126.855719,면적중심,
1147010200,37.536045,126.874521,면적중심,
1147010300,37.526606,126.834321,면적중심,
1150010100,37.55455,126.871781,면적중심,
1150010200,37.554602,126.86129,내부점보정,
1150010300,37.540699,126.847271,면적중심,
1150010400,37.567889,126.85106,면적중심,
1150010500,37.568649,126.82941,면적중심,
1150010600,37.552491,126.833305,면적중심,
1150010700,37.547088,126.819634,면적중심,
1150010800,37.553918,126.808933,면적중심,
1150010900,37.575895,126.813587,면적중심,
1150011000,37.587114,126.803593,면적중심,
1150011100,37.565625,126.787803,면적중심,
1150011200,37.552956,126.784774,면적중심,
1150011300,37.543477,126.797933,면적중심,
1153010100,37.509946,126.882185,면적중심,
1153010200,37.494235,126.884687,면적중심,
1153010300,37.4827,126.888038,면적중심,
1153010600,37.503168,126.858876,면적중심,
1153010700,37.494225,126.851943,면적중심,
1153010800,37.491992,126.838547,면적중심,
1153010900,37.500433,126.828526,면적중심,
1153011000,37.494144,126.820617,면적중심,
1153011100,37.480836,126.839819,면적중심,
1153011200,37.481036,126.824597,면적중심,
1154510100,37.476685,126.883778,면적중심,
1154510200,37.467476,126.898297,면적중심,
1154510300,37.44953,126.90929,면적중심,
1156010100,37.513786,126.906913,면적중심,
1156010200,37.517626,126.912867,면적중심,
1156010300,37.52061,126.912195,면적중심,
1156010400,37.518263,126.907899,면적중심,
1156010500,37.517891,126.903578,면적중심,
1156010600,37.521075,126.906681,면적중심,
1156010700,37.521632,126.903074,면적중심,
1156010800,37.524292,126.90712,면적중심,
1156010900,37.5283,126.905294,면적중심,
1156011000,37.528505,126.928468,면적중심,
1156011100,37.521685,126.898513,면적중심,
1156011200,37.522484,126.893706,면적중심,
1156011300,37.525862,126.897114,면적중심,
1156011400,37.529039,126.899136,면적중심,
1156011500,37.532087,126.9012,면적중심,
1156011600,37.534661,126.90288,면적중심,
1156011700,37.536424,126.904012,면적중심,
1156011800,37.509101,126.900542,면적중심,
1156011900,37.512283,126.89706,면적중심,
1156012000,37.512778,126.893095,면적중심,
1156012100,37.51727,126.895715,면적중심,
1156012200,37.514468,126.889873,면적중심,
1156012300,37.516683,126.883856,면적중심,
1156012400,37.519897,126.884654,면적중심,
1156012500,37.52319,126.888699,면적중심,
1156012600,37.523427,126.883758,면적중심,
1156012700,37.529036,126.891048,면적중심,
1156012800,37.536318,126.896152,면적중심,
1156012900,37.539367,126.892645,면적중심,
1156013000,37.542638,126.889573,면적중심,
1156013100,37.547969,126.889121,면적중심,
1156013200,37.506064,126.913614,면적중심,
1156013300,37.495427,126.900129,면적중심,
1156013400,37.532904,126.890135,내부점보정,
1159010100,37.51157,126.941884,면적중심,
1159010200,37.498708,126.94408,면적중심,
1159010300,37.503274,126.950642,면적중심,
1159010400,37.512448,126.953659,면적중심,
1159010500,37.505493,126.962337,면적중심,
1159010600,37.499217,126.973875,면적중심,
1159010700,37.485623,126.972312,면적중심,
1159010800,37.506879,126.928008,면적중심,
1159010900,37.492674,126.917191,면적중심,
1162010100,37.477975,126.953487,면적중심,
1162010200,37.4632,126.935808,면적중심,
1162010300,37.464111,126.977769,면적중심,
1165010100,37.479493,126.993118,면적중심,
1165010200,37.471969,127.037422,면적중심,
1165010300,37.465934,127.017944,면적중심,
1165010400,37.443321,127.04863,면적중심,
1165010600,37.515103,127.009092,면적중심,
1165010700,37.503965,127.000763,면적중심,
1165010800,37.488375,127.016805,면적중심,
1165010900,37.45815,127.076741,면적중심,
1165011000,37.46367,127.053651,면적중심,
1165011100,37.444074,127.062171,면적중심,
1168010100,37.500078,127.038549,면적중심,
1168010300,37.480276,127.062592,면적중심,
1168010400,37.524396,127.050472,면적중심,
1168010500,37.513969,127.056122,면적중심,
1168010600,37.49919,127.063347,면적중심,
1168010700,37.523807,127.026502,면적중심,
1168010800,37.513679,127.031712,면적중심,
1168011000,37.530736,127.028479,면적중심,
1168011100,37.464369,127.104597,면적중심,
1168011200,37.476268,127.100351,면적중심,
1168011300,37.470812,127.112071,면적중심,
1168011400,37.488008,127.08286,면적중심,
1168011500,37.485876,127.096719,면적중심,
1168011800,37.488596,127.045277,면적중심,
1171010100,37.511963,127.08339,면적중심,
1171010200,37.523924,127.098979,면적중심,
1171010300,37.533207,127.113997,면적중심,
1171010400,37.505108,127.113547,면적중심,
1171010500,37.502726,127.102513,면적중심,
1171010600,37.501902,127.091888,면적중심,
1171010700,37.495687,127.118404,면적중심,
1171010800,37.485585,127.122559,면적중심,
1171010900,37.476873,127.132064,면적중심,
1171011100,37.515675,127.125389,면적중심,
1171011200,37.504005,127.13402,면적중심,
1171011300,37.489727,127.14498,면적중심,
1171011400,37.498487,127.152753,면적중심,
1174010100,37.549054,127.15081,면적중심,
1174010200,37.563822,127.15823,면적중심,
1174010300,37.551103,127.16964,면적중심,
1174010500,37.539616,127.145929,면적중심,
1174010600,37.528264,127.144727,면적중심,
1174010700,37.557805,127.131062,면적중심,
1174010800,37.530494,127.128992,면적중심,
1174010900,37.544376,127.127631,면적중심,
1174011000,37.568916,127.173384,면적중심,
2611010100,35.112082,129.032093,면적중심,
2611010200,35.107816,129.036114,면적중심,
2611010300,35.110661,129.037416,면적중심,
2611010400,35.100752,129.035748,면적중심,
2611010500,35.102111,129.035556,면적중심,
2611010600,35.103411,129.035519,면적중심,
2611010700,35.107143,129.038764,면적중심,
2611010800,35.102185,129.037167,면적중심,
2611010900,35.099881,129.037151,면적중심,
2611011000,35.097637,129.036974,면적중심,
2611011100,35.099108,129.035695,면적중심,
2611011200,35.100201,129.034322,면적중심,
2611011300,35.101666,129.034018,면적중심,
2611011400,35.103287,129.034218,면적중심,
2611011500,35.107492,129.033953,면적중심,
2611011600,35.104373,129.03284,면적중심,
2611011700,35.102988,129.031018,면적중심,
2611011800,35.102997,129.028918,면적중심,
2611011900,35.106153,129.029866,면적중심,
2611012000,35.106811,129.025856,면적중심,
2611012100,35.10509,129.023445,면적중심,
2611012200,35.104274,129.022287,면적중심,
2611012300,35.100729,129.02711,면적중심,
2611012400,35.100585,129.025755,면적중심,
2611012500,35.101365,129.02454,면적중심,
2611012600,35.102164,129.022692,면적중심,
2611012700,35.10132,129.030369,면적중심,
2611012800,35.101254,129.029453,면적중심,
2611012900,35.101307,129.028847,면적중심,
2611013000,35.101256,129.02823,면적중심,
2611013100,35.099516,129.030309,면적중심,
2611013200,35.099553,129.028611,면적중심,
2611013300,35.098729,129.034458,면적중심,
2611013400,35.100096,129.03245,면적중심,
2611013500,35.100572,129.03134,면적중심,
2611013600,35.097276,129.034901,면적중심,
2611013700,35.098284,129.03248,면적중심,
2611013800,35.098934,129.029255,면적중심,
2611013900,35.097382,129.032018,면적중심,
2611014000,35.097593,129.029441,면적중심,
2611014100,35.097217,129.026998,면적중심,
2614010100,35.109985,129.022228,면적중심,
2614010200,35.113377,129.023152,면적중심,
2614010300,35.123728,129.021632,면적중심,
2614010400,35.107511,129.015073,면적중심,
2614010500,35.109601,129.011202,면적중심,
2614010600,35.125841,129.009884,면적중심,
2614010700,35.106525,129.020958,면적중심,
2614010800,35.106443,129.017666,면적중심,
2614010900,35.103561,129.02059,면적중심,
2614011000,35.103655,129.019324,면적중심,
2614011100,35.10375,129.016199,면적중심,
2614011200,35.099404,129.023305,면적중심,
2614011300,35.100212,129.021502,면적중심,
2614011400,35.100251,129.02032,면적중심,
2614011500,35.10038,129.019117,면적중심,
2614011600,35.100236,129.013027,면적중심,
2614011700,35.097413,129.023504,면적중심,
2614011800,35.097488,129.02173,면적중심,
2614011900,35.094142,129.017497,면적중심,
2614012000,35.095523,129.02452,면적중심,
2614012100,35.09527,129.022269,면적중심,
2614012200,35.093863,129.022234,면적중심,
2614012300,35.087227,129.021475,면적중심,
2614012400,35.070358,129.014363,면적중심,
2617010100,35.120587,129.03735,면적중심,
2617010200,35.132269,129.038442,면적중심,
2617010300,35.129729,129.053097,면적중심,
2617010400,35.136887,129.055571,면적중심,
2620010100,35.092976,129.037949,면적중심,
2620010200,35.091684,129.041004,면적중심,
2620010300,35.091072,129.034978,면적중심,
2620010400,35.092549,129.032742,면적중심,
2620010500,35.090243,129.039196,면적중심,
2620010600,35.088309,129.037424,면적중심,
2620010700,35.085092,129.037106,면적중심,
2620010800,35.090421,129.043905,면적중심,
2620010900,35.088265,129.042591,면적중심,
2620011000,35.085834,129.041351,면적중심,
2620011100,35.079174,129.045882,면적중심,
2620011200,35.090157,129.047059,면적중심,
2620011300,35.0866,129.048015,면적중심,
2620011400,35.08228,129.049821,면적중심,
2620011500,35.094436,129.040221,면적중심,
2620011600,35.094625,129.042869,면적중심,
2620011700,35.093887,129.044979,면적중심,
2620011800,35.092121,129.048993,면적중심,
2620011900,35.093534,129.052033,면적중심,
2620012000,35.091476,129.061344,면적중심,
2620012100,35.070796,129.074513,면적중심,
2623010100,35.17225,129.070962,면적중심,
2623010200,35.157509,129.071092,면적중심,
2623010300,35.157384,129.057922,면적중심,
2623010400,35.148046,129.051814,면적중심,
2623010500,35.167005,129.060098,면적중심,
2623010600,35.172006,129.053353,면적중심,
2623010700,35.185866,129.040595,면적중심,
2623010800,35.172056,129.038102,면적중심,
2623010900,35.1673,129.028919,면적중심,
2623011000,35.146905,129.032337,면적중심,
2623011100,35.153872,129.020639,면적중심,
2626010100,35.20702,129.102549,면적중심,
2626010200,35.195951,129.105439,면적중심,
2626010300,35.204489,129.092153,면적중심,
2626010400,35.196675,129.092561,면적중심,
2626010500,35.206796,129.088321,면적중심,
2626010600,35.198943,129.084975,면적중심,
2626010700,35.210938,129.085086,면적중심,
2626010800,35.21388,129.068176,면적중심,
2626010900,35.198906,129.058914,면적중심,
2629010600,35.140759,129.092474,면적중심,
2629010700,35.114671,129.11441,면적중심,
2629010800,35.112364,129.097638,면적중심,
2629010900,35.140989,129.072715,면적중심,
2629011000,35.126036,129.075822,면적중심,
2629011100,35.113017,129.080174,면적중심,
2632010100,35.261731,129.023157,면적중심,
2632010200,35.238337,129.025348,면적중심,
2632010300,35.213775,129.038529,면적중심,
2632010400,35.215045,129.01013,면적중심,
2632010500,35.198397,129.006955,면적중심,
2635010100,35.22627,129.152453,면적중심,
2635010200,35.22493,129.1322,면적중심,
2635010300,35.204936,129.131519,면적중심,
2635010400,35.185756,129.128266,면적중심,
2635010500,35.17437,129.147893,면적중심,
2635010600,35.162505,129.17674,면적중심,
2635010700,35.184466,129.174232,면적중심,
2635010800,35.184725,129.197423,면적중심,
2638010100,35.103504,128.994232,면적중심,
2638010200,35.112367,128.983146,면적중심,
2638010300,35.109939,128.952477,면적중심,
2638010400,35.090592,128.966439,면적중심,
2638010500,35.076052,128.968968,면적중심,
2638010600,35.055726,128.969958,면적중심,
2638010700,35.073801,128.990559,면적중심,
2638010800,35.089301,129.004435,면적중심,
2641010100,35.291427,129.111008,면적중심,
2641010200,35.290111,129.090927,면적중심,
2641010300,35.282125,129.069762,면적중심,
2641010400,35.268023,129.080575,면적중심,
2641010500,35.271172,129.112869,면적중심,
2641010600,35.248382,129.11845,면적중심,
2641010700,35.254316,129.084153,면적중심,
2641010800,35.23528,129.074684,면적중심,
2641010900,35.232066,129.095763,면적중심,
2641011000,35.217958,129.103386,면적중심,
2641011100,35.221087,129.111698,면적중심,
2641011200,35.237539,129.127336,면적중심,
2641011300,35.25408,129.053921,면적중심,
2644010100,35.211084,128.966082,면적중심,
2644010200,35.160478,128.942623,면적중심,
2644010300,35.180469,128.918628,면적중심,
2644010400,35.102532,128.913277,면적중심,
2644010500,35.200816,128.899887,면적중심,
2644010600,35.212703,128.908806,면적중심,
2644010700,35.199776,128.883418,면적중심,
2644010800,35.168851,128.894636,면적중심,
2644010900,35.09948,128.847157,면적중심,
2644011000,35.104139,128.875037,면적중심,
2644011100,35.117137,128.880606,면적중심,
2644011200,35.132225,128.879347,면적중심,
2644011300,35.127437,128.854215,면적중심,
2644011400,35.145918,128.824876,면적중심,
2644011500,35.152831,128.859185,면적중심,
2644011600,35.156487,128.880541,면적중심,
2644011700,35.084586,128.876549,면적중심,
2644011800,35.045331,128.837524,면적중심,
2644011900,35.064666,128.819971,면적중심,
2644012000,35.067161,128.84622,면적중심,
2644012100,35.031564,128.821302,면적중심,
2644012200,35.008165,128.830802,면적중심,
2647010100,35.188571,129.06759,면적중심,
2647010200,35.179041,129.091354,면적중심,
2650010100,35.172958,129.104697,면적중심,
2650010200,35.170453,129.117633,면적중심,
2650010300,35.159708,129.125585,면적중심,
2650010400,35.159553,129.109361,면적중심,
2650010500,35.144134,129.109679,면적중심,
2653010100,35.175086,128.972284,면적중심,
2653010200,35.184575,129.001107,면적중심,
2653010300,35.174641,128.988449,면적중심,
2653010400,35.16612,128.993145,면적중심,
2653010500,35.150328,128.972736,내부점보정,
2653010600,35.151615,129.005558,면적중심,
2653010700,35.137702,128.98885,면적중심,
2653010800,35.130001,128.970597,면적중심,
2671025000,35.225952,129.206996,면적중심,
2671025300,35.349511,129.247197,면적중심,
2671025600,35.335991,129.17792,면적중심,
2671025900,35.287267,129.223111,면적중심,
2671033000,35.281949,129.154456,면적중심,
2711010100,35.872337,128.603738,면적중심,
2711010200,35.869072,128.603333,면적중심,
2711010300,35.871815,128.610066,면적중심,
2711010400,35.867788,128.610493,면적중심,
2711010500,35.86654,128.5981,면적중심,
